@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute classification {0,1,2,3,4,5}
@attribute regression numeric

@data
2463,'2017/02/12 13:23:25:893',14,-308.243958,482.69693,2512.525879,160.753021,-215.979126,2495.987793,-44.02459,448.513306,2562.913574,?,0
2464,'2017/02/12 13:23:25:926',14,-307.753845,479.013,2511.536865,160.828598,-215.798248,2497.825439,-46.031677,446.163391,2562.536621,?,0
2465,'2017/02/12 13:23:25:960',14,-308.368561,483.80896,2511.666992,160.265121,-216.77803,2499.515381,-46.46656,445.350311,2561.856201,?,0
2466,'2017/02/12 13:23:25:994',14,-309.19046,487.57196,2512.660156,160.018158,-215.900101,2500.375732,-45.092857,446.416199,2560.949707,?,0
2467,'2017/02/12 13:23:26:027',14,-308.962189,489.07135,2511.128906,160.029739,-216.206665,2499.552734,-45.968361,448.545471,2561.507813,?,0
2468,'2017/02/12 13:23:26:059',14,-307.879333,483.074646,2514.466553,160.359818,-213.949753,2499.97876,-46.033478,447.696533,2562.377686,?,0
2469,'2017/02/12 13:23:26:093',14,-308.941132,485.744568,2513.546143,160.469727,-214.693665,2500.372559,-47.486012,446.217896,2562.806885,?,0
2470,'2017/02/12 13:23:26:127',14,-309.258667,487.961365,2512.717041,161.246628,-217.850983,2498.99585,-47.638214,445.620026,2561.880127,?,0
2471,'2017/02/12 13:23:26:160',14,-308.765991,483.064636,2518.071289,161.045029,-218.72377,2498.350098,-48.524445,445.641907,2561.624023,?,0
2472,'2017/02/12 13:23:26:193',14,-309.156281,485.814392,2516.005615,160.599304,-215.124573,2498.595215,-47.284184,448.135376,2561.38623,?,0
2473,'2017/02/12 13:23:26:227',14,-308.335266,481.518372,2514.783936,160.520844,-213.373688,2497.872314,-46.704296,448.162537,2561.782227,?,0
2474,'2017/02/12 13:23:26:260',14,-309.044006,479.96051,2518.209473,160.80632,-213.932938,2500.191895,-46.741531,447.36145,2562.001221,?,0
2475,'2017/02/12 13:23:26:293',14,-310.558044,484.236511,2521.48999,160.307495,-212.219467,2500.519775,-47.486725,446.567139,2562.583496,?,0
2476,'2017/02/12 13:23:26:327',14,-311.716125,486.339111,2519.160156,160.626633,-217.735443,2498.924316,-48.16713,446.145599,2561.901611,?,0
2477,'2017/02/12 13:23:26:360',14,-310.268433,482.110046,2521.229004,159.12175,-216.487747,2497.974609,-46.853207,447.088867,2562.05127,?,0
2478,'2017/02/12 13:23:26:393',14,-310.693634,480.630493,2524.963623,159.607452,-214.058548,2499.644287,-48.01239,447.365784,2563.387207,?,0
2479,'2017/02/12 13:23:26:427',14,-310.301208,484.926086,2518.612061,159.948486,-213.739639,2499.51709,-47.20784,446.624054,2563.275635,?,0
2480,'2017/02/12 13:23:26:460',14,-309.260162,487.997559,2510.237061,160.78215,-218.010864,2496.394287,-47.579773,445.709656,2562.670654,?,0
2481,'2017/02/12 13:23:26:493',14,-308.358978,490.102051,2507.530273,159.461685,-220.164337,2498.11084,-46.450253,444.103577,2562.91333,?,0
2482,'2017/02/12 13:23:26:527',14,-307.778442,484.719238,2514.944824,160.056549,-218.791656,2495.471436,-46.588856,445.265198,2562.666992,?,0
2483,'2017/02/12 13:23:26:560',14,-308.937927,482.474243,2523.532227,160.46524,-216.783997,2495.19165,-47.529373,444.64325,2562.889648,?,0
2484,'2017/02/12 13:23:26:593',14,-309.695892,481.266388,2527.572998,130.643219,-218.04776,2501.003662,-47.558609,446.428894,2562.381836,?,0
2485,'2017/02/12 13:23:26:627',14,-309.926819,480.777039,2530.76416,117.013596,-224.668121,2523.44458,-47.461197,446.38739,2562.06665,?,0
2486,'2017/02/12 13:23:28:763',15,-126.476486,652.81842,2525.537842,131.003036,-213.289673,2504.554932,-65.438751,453.599091,2597.12793,?,0
2487,'2017/02/12 13:23:28:812',15,-126.783585,653.279297,2526.072021,117.365578,-222.85733,2524.705811,-64.595383,458.52829,2605.897217,?,0
2488,'2017/02/12 13:23:28:845',15,-127.09964,653.701416,2527.279053,97.818069,-217.406723,2522.582764,-64.380836,457.424683,2601.20459,?,0
2489,'2017/02/12 13:23:28:878',15,-127.131897,653.706726,2526.931152,83.872871,-215.003555,2521.479492,-64.348358,457.480499,2598.795898,?,0
2490,'2017/02/12 13:23:28:911',15,-127.137344,652.421509,2522.186035,95.666611,-220.907166,2534.868896,-64.151344,454.870514,2598.891113,?,0
2491,'2017/02/12 13:23:28:945',15,-127.35701,652.711731,2522.701904,90.417603,-216.533752,2528.060791,-65.053009,454.27713,2589.056152,?,0
2492,'2017/02/12 13:23:28:978',15,-127.192642,652.983154,2523.804199,97.385475,-225.298767,2536.505615,-66.06942,451.010651,2585.538086,?,0
2493,'2017/02/12 13:23:29:011',15,-127.082504,653.991455,2527.47998,123.588623,-219.243408,2516.728271,-65.536476,450.198059,2581.787354,?,0
2494,'2017/02/12 13:23:29:045',15,-126.817673,653.762146,2526.33667,141.099457,-215.010498,2509.009277,-64.739319,451.022827,2580.911621,?,0
2495,'2017/02/12 13:23:29:078',15,-126.810699,653.141541,2523.545166,151.081848,-212.118484,2507.646973,-65.194214,455.220947,2588.927002,?,0
2496,'2017/02/12 13:23:29:111',15,-126.880463,653.170898,2524.035645,154.635696,-210.347534,2506.289551,-65.569489,454.934448,2592.843018,?,0
2497,'2017/02/12 13:23:29:146',15,-126.8311,653.361694,2525.330811,157.167099,-216.267853,2502.134766,-65.526276,453.260925,2595.52417,?,0
2498,'2017/02/12 13:23:29:178',15,-127.122803,653.337708,2526.504639,157.593842,-214.00618,2503.212891,-66.054146,453.121063,2596.268311,?,0
2499,'2017/02/12 13:23:29:211',15,-127.130875,654.365845,2529.717529,159.035507,-213.827652,2504.498047,-65.997467,452.568573,2596.387451,?,0
2500,'2017/02/12 13:23:29:245',15,-126.940353,655.108887,2530.837891,132.934738,-213.321594,2507.247314,-64.043137,452.972595,2597.231934,?,0
2501,'2017/02/12 13:23:29:278',15,-127.177948,654.514526,2528.919434,102.533966,-213.897537,2512.924316,-62.566959,444.746094,2580.2771,?,0
2502,'2017/02/12 13:23:29:311',15,-127.32373,655.438721,2532.765137,103.635757,-225.65976,2530.952393,-62.256096,451.115204,2588.375732,?,0
2503,'2017/02/12 13:23:29:346',15,-127.2827,654.677124,2528.815674,93.876663,-222.958023,2524.157471,-61.91272,447.616211,2583.645508,?,0
2504,'2017/02/12 13:23:29:378',15,-127.115646,653.754211,2525.733398,100.436676,-228.532227,2534.55957,-60.182373,451.776733,2591.792725,?,0
2505,'2017/02/12 13:23:29:412',15,-127.434402,653.561279,2525.13623,92.52681,-220.006531,2526.109375,-60.265083,452.696808,2595.091309,?,0
2506,'2017/02/12 13:23:29:446',15,-127.262619,653.175232,2523.823975,81.568481,-215.854187,2520.464844,-59.437679,450.294891,2586.453857,?,0
2507,'2017/02/12 13:23:29:478',15,-127.27565,653.183411,2524.071533,94.215744,-223.08934,2534.905762,-60.321651,453.159546,2591.623047,?,0
2508,'2017/02/12 13:23:29:511',15,-126.911713,654.032593,2527.423828,123.433884,-218.774292,2516.025391,-60.115772,454.533508,2594.083008,?,0
2509,'2017/02/12 13:23:29:545',15,-126.844269,652.750549,2522.197998,140.24791,-212.49585,2507.945557,-59.79847,455.895203,2595.431396,?,0
2510,'2017/02/12 13:23:29:578',15,-127.144089,652.614441,2522.65918,148.707001,-217.558212,2504.786133,-59.289146,454.716309,2596.739746,?,0
2511,'2017/02/12 13:23:29:611',15,-126.933273,651.668945,2519.996338,152.674179,-215.968185,2500.546143,-59.422768,453.097656,2588.048584,?,0
2512,'2017/02/12 13:23:29:646',15,-127.097351,652.418945,2522.266846,155.204361,-213.232376,2501.100342,-59.53756,448.821625,2584.0271,?,0
2513,'2017/02/12 13:23:29:678',15,-132.27002,649.733643,2523.050781,158.565079,-213.698532,2502.420898,-59.648811,447.38739,2581.313721,?,0
2514,'2017/02/12 13:23:29:712',15,-130.7939,650.795105,2522.406738,160.08725,-216.615433,2501.37793,-60.435707,447.675781,2571.814697,?,0
2515,'2017/02/12 13:23:29:746',15,-129.257996,650.413574,2517.464844,158.998215,-216.515869,2499.729492,-59.55727,448.880035,2575.374512,?,0
2516,'2017/02/12 13:23:29:778',15,-128.219757,650.367493,2515.755615,158.717911,-217.532593,2500.0979,-59.062721,448.907593,2578.242432,?,0
2517,'2017/02/12 13:23:29:812',15,-127.835602,650.987061,2517.279297,158.47702,-214.366699,2502.838867,-60.61335,447.476318,2579.597168,?,0
2518,'2017/02/12 13:23:29:846',15,-127.349152,651.313843,2518.126221,159.642899,-215.48436,2503.036865,-60.444099,447.802612,2579.730713,?,0
2519,'2017/02/12 13:23:29:878',15,-126.909424,651.299194,2517.638428,158.973206,-213.352829,2503.326172,-58.686958,449.786743,2579.817627,?,0
2520,'2017/02/12 13:23:29:913',15,-126.977859,651.894897,2519.342773,160.022644,-212.142441,2502.637695,-59.527145,450.64743,2580.476563,?,0
2521,'2017/02/12 13:23:29:946',15,-126.919647,652.260742,2520.294189,159.472977,-211.750839,2503.850098,-59.567768,450.573608,2579.88916,?,0
2522,'2017/02/12 13:23:29:978',15,-127.244705,651.470459,2517.425781,158.852509,-212.87709,2504.301758,-60.28569,450.339417,2579.634033,?,0
2523,'2017/02/12 13:23:30:013',15,-127.330658,650.952332,2516.260986,158.742096,-213.574066,2502.971436,-59.393208,453.683502,2588.292725,?,0
2524,'2017/02/12 13:23:30:046',15,-127.198685,650.40448,2513.105713,158.446136,-213.244537,2504.801025,-60.144585,449.983826,2584.081787,?,0
2525,'2017/02/12 13:23:30:078',15,-127.037552,651.028625,2515.598633,159.170288,-215.372757,2503.160156,-59.199448,450.802551,2581.47876,?,0
2526,'2017/02/12 13:23:30:113',15,-126.991684,651.269653,2516.939209,157.98407,-215.784439,2500.554688,-58.988667,446.802856,2580.258301,?,0
2527,'2017/02/12 13:23:30:145',15,-126.912964,652.406128,2521.125,158.042023,-218.662476,2499.321533,-59.203888,446.450745,2579.573975,?,0
2528,'2017/02/12 13:23:30:179',15,-126.46196,651.997192,2518.910156,157.23172,-217.73732,2501.225098,-59.459568,442.723877,2571.852051,?,0
2529,'2017/02/12 13:23:30:212',15,-126.451355,652.281067,2519.132813,157.499298,-221.472977,2497.521484,-59.891457,445.67926,2575.459961,?,0
2530,'2017/02/12 13:23:30:246',15,-126.556137,651.794434,2517.756348,157.678329,-219.312988,2498.769775,-59.557831,448.613007,2577.357422,?,0
2531,'2017/02/12 13:23:30:279',15,-126.539612,652.332214,2519.05957,128.003052,-216.623093,2503.346191,-59.251522,447.015015,2578.743164,?,0
2532,'2017/02/12 13:23:30:312',15,-126.307358,651.660889,2515.880127,116.701385,-224.890854,2524.214844,-59.329987,448.057251,2578.584473,?,0
2533,'2017/02/12 13:23:30:345',15,-126.318283,650.750183,2513.455566,98.142868,-222.537491,2520.118896,-58.792831,447.914673,2570.371094,?,0
2534,'2017/02/12 13:23:30:379',15,-126.395905,650.678101,2512.980469,101.83255,-227.614944,2533.201172,-58.445477,445.653137,2566.135742,?,0
2535,'2017/02/12 13:23:30:412',15,-126.141632,648.658203,2505.028809,132.784195,-221.327682,2515.409668,-59.147346,444.866486,2563.969238,?,0
2536,'2017/02/12 13:23:30:446',15,-126.417343,648.361572,2504.9104,147.243622,-218.562347,2510.071045,-58.375019,448.694733,2570.917236,?,0
2537,'2017/02/12 13:23:30:479',15,-126.50238,648.503479,2505.805664,152.519348,-216.274841,2503.607178,-59.609119,451.225342,2574.800293,?,0
2538,'2017/02/12 13:23:30:513',15,-126.379547,648.219482,2505.289551,124.398926,-213.371429,2505.910645,-61.5172,450.431152,2578.136719,?,0
2539,'2017/02/12 13:23:30:545',15,-126.401825,647.676331,2502.854492,114.544113,-221.864166,2526.318848,-59.509933,450.612244,2578.999512,?,0
2540,'2017/02/12 13:23:30:579',15,-126.449203,647.348267,2501.88501,112.216629,-226.580032,2537.972412,-60.421303,448.678802,2580.346924,?,0
2541,'2017/02/12 13:23:30:613',15,-126.448929,647.1297,2501.332031,95.914032,-221.85144,2526.567627,-60.518917,447.078979,2571.227295,?,0
2542,'2017/02/12 13:23:30:646',15,-126.588852,647.476624,2502.692871,100.814194,-229.928452,2536.058594,-60.693184,448.63324,2575.052246,?,0
2543,'2017/02/12 13:23:30:679',15,-126.560989,646.861389,2499.903564,132.110535,-224.621902,2522.20752,-60.029869,445.066345,2568.077393,?,0
2544,'2017/02/12 13:23:30:712',15,-126.806137,647.302246,2502.019775,146.881058,-220.858047,2512.388184,-59.341473,442.921021,2564.998047,?,0
2545,'2017/02/12 13:23:30:747',15,-126.959808,647.196655,2501.314453,153.037994,-219.781982,2503.468262,-60.454899,441.530945,2564.045654,?,0
2546,'2017/02/12 13:23:30:780',15,-126.742355,646.890747,2500.144531,156.311478,-220.061966,2498.273682,-59.449535,443.890869,2563.537842,?,0
2547,'2017/02/12 13:23:30:812',15,-127.208176,647.836243,2504.65332,156.843491,-218.221085,2496.130371,-60.078804,446.194519,2563.021973,?,0
2548,'2017/02/12 13:23:30:845',15,-126.653427,647.962158,2503.698242,157.172867,-217.20314,2495.551758,-59.201096,447.777405,2561.962158,?,0
2549,'2017/02/12 13:23:30:879',15,-126.516998,648.279785,2505.135742,157.637802,-216.070557,2498.312988,-59.908741,446.78299,2562.564941,?,0
2550,'2017/02/12 13:23:30:912',15,-126.330399,646.474854,2497.379639,159.632767,-216.245361,2499.850586,-59.90995,447.242981,2562.268066,?,0
2551,'2017/02/12 13:23:30:946',15,-126.251907,647.53479,2502.005859,162.582169,-216.584137,2502.044189,-58.237961,444.693329,2564.706543,?,0
2552,'2017/02/12 13:23:30:980',15,-126.180252,647.219971,2501.407959,162.365952,-218.696793,2504.631348,-59.256012,447.950317,2571.773926,?,0
2553,'2017/02/12 13:23:31:013',15,-126.108154,647.777771,2503.207031,159.889145,-214.544388,2501.123291,-59.044395,446.809631,2566.438477,?,0
2554,'2017/02/12 13:23:31:045',15,-125.937073,647.761108,2503.55835,160.774246,-215.752716,2502.185059,-58.129219,450.276611,2572.733887,?,0
2555,'2017/02/12 13:23:31:079',15,-126.144028,647.287781,2501.381592,159.667191,-215.659088,2502.956055,-59.654888,450.445496,2575.95874,?,0
2556,'2017/02/12 13:23:31:112',15,-126.072205,647.187561,2501.162354,158.541031,-214.149216,2498.67749,-58.885597,450.71521,2569.024414,?,0
2557,'2017/02/12 13:23:31:145',15,-126.01062,648.120422,2504.973145,158.252182,-215.536652,2500.190918,-59.096111,453.150879,2573.584473,?,0
2558,'2017/02/12 13:23:31:179',15,-126.099579,649.440125,2508.056885,157.51387,-212.684448,2500.042236,-59.247417,452.381592,2576.784912,?,0
2559,'2017/02/12 13:23:31:212',15,-125.653442,648.102905,2503.796875,157.566238,-210.511292,2499.488281,-58.474079,451.280731,2578.220459,?,0
2560,'2017/02/12 13:23:31:247',15,-125.512039,646.004883,2495.911621,157.692657,-213.166641,2497.873047,-57.787815,450.067047,2570.156982,?,0
2561,'2017/02/12 13:23:31:280',15,-125.875549,646.670715,2499.562256,157.783066,-215.427719,2497.872803,-58.83609,449.216858,2566.104736,?,0
2562,'2017/02/12 13:23:31:312',15,-125.879593,648.141296,2504.03418,157.367828,-215.918152,2498.899658,-60.137733,448.073364,2572.985107,?,0
2563,'2017/02/12 13:23:31:347',15,-125.557968,648.585205,2504.860107,157.010529,-215.079422,2497.059082,-59.100357,445.406525,2567.044678,?,0
2564,'2017/02/12 13:23:31:379',15,-125.41095,648.902222,2505.929932,159.092346,-217.12294,2495.130371,-59.439461,443.791992,2564.030518,?,0
2565,'2017/02/12 13:23:31:414',15,-125.879562,648.616821,2504.732666,157.28215,-219.478577,2491.931885,-59.490047,443.93988,2562.408936,?,0
2566,'2017/02/12 13:23:46:737',16,-217.291107,-253.65918,2549.259766,636.175781,319.207855,2567.802734,-81.348618,447.78952,2552.909912,?,2
2567,'2017/02/12 13:23:46:770',16,-217.291107,-253.65918,2549.259766,636.175781,319.207855,2567.802734,-81.348618,447.78952,2552.909912,?,2
2568,'2017/02/12 13:23:46:804',16,-219.460373,-251.975845,2549.927734,638.224426,319.065063,2565.001953,-83.602615,449.016876,2550.104492,?,2
2569,'2017/02/12 13:23:46:838',16,-218.822372,-252.979904,2551.778564,646.569031,319.850647,2567.531982,-84.187363,449.188171,2555.692871,?,2
2570,'2017/02/12 13:23:46:871',16,-218.924194,-253.557266,2547.216309,639.107422,320.172729,2566.716797,-86.0709,449.422302,2549.926025,?,2
2571,'2017/02/12 13:23:46:904',16,-219.772781,-248.865677,2549.976074,645.129211,319.974182,2567.326172,-85.736542,453.041656,2555.625977,?,2
2572,'2017/02/12 13:23:46:937',16,-221.579514,-245.70369,2553.641357,649.693481,319.717621,2562.34082,-86.944298,455.890747,2558.438721,?,2
2573,'2017/02/12 13:23:46:971',16,-223.098633,-244.929977,2556.517578,640.764282,319.995728,2563.799561,-87.643021,456.98764,2559.857422,?,2
2574,'2017/02/12 13:23:47:005',16,-224.64801,-244.92131,2556.498047,630.126221,318.469208,2561.329102,-88.989342,456.436646,2560.807373,?,2
2575,'2017/02/12 13:23:47:037',16,-224.847977,-248.019516,2556.106201,624.012573,317.875366,2563.461182,-88.207809,453.211487,2562.140137,?,2
2576,'2017/02/12 13:23:47:071',16,-224.586441,-249.163315,2556.583496,635.949768,318.617004,2564.167725,-88.128296,451.023682,2562.036133,?,2
2577,'2017/02/12 13:23:47:104',16,-224.752991,-250.169434,2555.969971,632.10968,319.073151,2564.502686,-89.138283,450.072235,2561.343262,?,2
2578,'2017/02/12 13:23:47:138',16,-225.000916,-248.971664,2555.447266,627.40332,318.708893,2563.494873,-89.621719,451.327606,2560.546631,?,2
2579,'2017/02/12 13:23:47:171',16,-224.649384,-249.473709,2553.651123,634.441467,317.855835,2556.494873,-89.399109,452.243896,2552.336426,?,2
2580,'2017/02/12 13:23:47:205',16,-223.456573,-250.593063,2554.574219,642.585327,318.341583,2557.08252,-88.848373,450.890564,2556.832275,?,2
2581,'2017/02/12 13:23:47:238',16,-222.485596,-248.738144,2550.998047,649.509888,319.561432,2563.51709,-87.322037,452.827942,2549.981689,?,2
2582,'2017/02/12 13:23:47:271',16,-222.446259,-247.806839,2552.78125,642.058838,320.732574,2574.062988,-87.961601,453.728149,2555.149902,?,2
2583,'2017/02/12 13:23:47:304',16,-223.490067,-247.021225,2554.095215,634.716187,321.037781,2572.098389,-89.378174,455.006348,2557.766846,?,2
2584,'2017/02/12 13:23:47:338',16,-224.386383,-245.857605,2555.953613,630.024292,321.200653,2571.070068,-89.666519,456.505676,2559.603271,?,2
2585,'2017/02/12 13:23:47:371',16,-222.984558,-245.818008,2556.48584,629.55127,321.737244,2574.648438,-88.105171,455.95813,2560.63623,?,2
2586,'2017/02/12 13:23:47:404',16,-223.489288,-247.429932,2556.036133,629.681702,322.300659,2578.89917,-89.151649,454.110291,2562.144531,?,2
2587,'2017/02/12 13:23:47:438',16,-224.260254,-248.348602,2555.232666,630.129028,322.63916,2580.621582,-89.494904,453.234375,2561.480225,?,2
2588,'2017/02/12 13:23:47:472',16,-224.564209,-248.720459,2555.940674,631.058533,322.796997,2581.063232,-90.266708,452.684601,2561.944824,?,2
2589,'2017/02/12 13:23:47:505',16,-223.210007,-251.647507,2556.139648,631.845337,322.770111,2581.786377,-88.693581,449.555969,2562.869141,?,2
2590,'2017/02/12 13:23:47:506',16,-223.210007,-251.647507,2556.139648,631.845337,322.770111,2581.786377,-88.693581,449.555969,2562.869141,?,2
2591,'2017/02/12 13:23:47:538',16,-223.210007,-251.647507,2556.139648,631.845337,322.770111,2581.786377,-88.693581,449.555969,2562.869141,?,2
2592,'2017/02/12 13:23:47:588',16,-223.310623,-252.735611,2554.86792,631.953857,322.850739,2582.19043,-90.498314,448.396057,2563.155029,?,2
2593,'2017/02/12 13:23:47:621',16,-224.286835,-251.641495,2554.392822,631.527832,322.755981,2580.467285,-92.617981,450.458923,2562.095215,?,2
2594,'2017/02/12 13:23:47:655',16,-225.148163,-251.828308,2554.26123,628.620361,321.991211,2572.798828,-93.572807,451.104889,2561.636963,?,2
2595,'2017/02/12 13:23:47:688',16,-224.721832,-251.536118,2553.267822,629.398804,322.334778,2577.008545,-92.311829,450.847504,2562.958008,?,2
2596,'2017/02/12 13:23:47:721',16,-224.719162,-249.778366,2551.20459,630.724731,322.319489,2577.439209,-92.85466,452.438568,2562.054688,?,2
2597,'2017/02/12 13:23:47:755',16,-226.012344,-248.673111,2552.039551,628.900757,321.703003,2573.702637,-94.454918,452.09906,2563.250977,?,2
2598,'2017/02/12 13:23:47:788',16,-226.078583,-249.89006,2552.171143,629.417725,322.138519,2577.699463,-93.820068,450.342926,2563.349365,?,2
2599,'2017/02/12 13:23:47:821',16,-225.542038,-250.092041,2551.359619,629.932129,322.57547,2579.779297,-93.095123,450.556702,2561.887207,?,2
2600,'2017/02/12 13:23:47:854',16,-227.184738,-250.554062,2553.806641,628.772827,321.877869,2574.309082,-95.013184,449.746399,2564.085693,?,2
2601,'2017/02/12 13:23:47:888',16,-228.327866,-250.753433,2553.979248,625.269897,320.951599,2565.650635,-96.734413,450.241699,2563.027344,?,2
2602,'2017/02/12 13:23:47:921',16,-228.302673,-249.77359,2552.789551,624.696472,321.159576,2567.887451,-96.243591,451.624237,2562.548584,?,2
2603,'2017/02/12 13:23:47:955',16,-227.479721,-250.487045,2553.299316,624.863953,320.838257,2565.554932,-95.279663,450.200134,2562.993652,?,2
2604,'2017/02/12 13:23:47:989',16,-227.290466,-251.432922,2551.801514,624.703735,321.17984,2567.832764,-95.634064,450.300476,2561.968506,?,2
2605,'2017/02/12 13:23:48:021',16,-227.472473,-252.112625,2550.67334,622.726501,320.710541,2563.411621,-95.854851,449.67218,2561.374512,?,2
2606,'2017/02/12 13:23:48:055',16,-228.051254,-253.559738,2551.044678,623.089355,320.607849,2564.394775,-96.929504,448.034302,2562.460205,?,2
2607,'2017/02/12 13:23:48:089',16,-228.470184,-253.011795,2550.964111,625.388672,321.877197,2572.845947,-97.095161,448.550781,2561.584717,?,2
2608,'2017/02/12 13:23:48:121',16,-228.436829,-253.75972,2552.858643,625.751831,321.581909,2571.379639,-96.313202,447.407349,2562.425537,?,2
2609,'2017/02/12 13:23:48:155',16,-228.890015,-251.268951,2553.142334,625.205688,321.0112,2568.102295,-95.781433,449.984375,2561.726318,?,2
2610,'2017/02/12 13:23:48:188',16,-229.705963,-250.75386,2553.817139,624.189819,321.409882,2569.417236,-97.270355,450.482727,2562.611572,?,2
2611,'2017/02/12 13:23:48:221',16,-229.124191,-251.510849,2553.381104,626.370117,322.301666,2575.431396,-97.389008,449.999023,2562.106445,?,2
2612,'2017/02/12 13:23:48:255',16,-228.62207,-254.202545,2553.706543,628.579346,322.277557,2577.078369,-95.918877,446.300659,2563.739502,?,2
2613,'2017/02/12 13:23:48:289',16,-227.892365,-255.176987,2550.539307,630.284058,322.544098,2579.446045,-96.068047,445.295288,2562.44458,?,2
2614,'2017/02/12 13:23:48:321',16,-227.788864,-254.053253,2549.634033,628.187927,322.173126,2574.473145,-96.10408,446.934753,2561.508057,?,2
2615,'2017/02/12 13:23:48:355',16,-228.399948,-253.980011,2552.003906,623.135986,324.966248,2568.697266,-96.931412,447.247894,2562.332275,?,2
2616,'2017/02/12 13:23:48:388',16,-228.206726,-256.635986,2553.199463,621.735168,323.648712,2569.748779,-97.421707,445.146057,2562.885498,?,2
2617,'2017/02/12 13:23:48:421',16,-228.164673,-254.986496,2552.096924,620.770752,324.602783,2564.889893,-97.131279,446.778137,2561.961426,?,2
2618,'2017/02/12 13:23:48:455',16,-228.766464,-253.206558,2551.179199,624.214722,324.193359,2575.85083,-97.364426,448.876648,2560.902588,?,2
2619,'2017/02/12 13:23:48:488',16,-228.422058,-253.677383,2552.902344,623.325806,326.920532,2575.246094,-97.134384,447.965576,2562.056641,?,2
2620,'2017/02/12 13:23:48:521',16,-228.923782,-254.035355,2551.799316,623.304199,328.718445,2577.373291,-97.017471,447.034698,2561.622559,?,2
2621,'2017/02/12 13:23:48:555',16,-230.005692,-253.098068,2550.903564,624.65271,325.39859,2576.279053,-98.531555,448.870911,2561.297607,?,2
2622,'2017/02/12 13:23:48:588',16,-229.953583,-253.396439,2550.149414,626.483459,328.355133,2585.505615,-98.808815,448.768982,2561.822998,?,2
2623,'2017/02/12 13:23:48:621',16,-227.732544,-256.587555,2548.901855,628.2724,329.866028,2590.289063,-98.570183,446.557831,2562.522949,?,2
2624,'2017/02/12 13:23:48:656',16,-226.811508,-257.751282,2549.426025,627.288635,329.434204,2585.737305,-98.818832,445.678894,2561.783936,?,2
2625,'2017/02/12 13:23:48:688',16,-226.879837,-254.881943,2549.356934,625.818359,330.12442,2584.693115,-99.891861,449.191345,2560.880615,?,2
2626,'2017/02/12 13:23:48:722',16,-227.599457,-255.779922,2551.953125,625.298767,329.550659,2579.973145,-100.418365,447.513367,2562.555908,?,2
2627,'2017/02/12 13:23:48:756',16,-228.684036,-255.300186,2552.673828,630.008057,327.021057,2587.250244,-101.069046,448.104156,2561.800293,?,2
2628,'2017/02/12 13:23:48:788',16,-228.721497,-257.98999,2552.957275,628.6297,328.429169,2583.816406,-100.400955,445.277649,2562.61499,?,2
2629,'2017/02/12 13:23:48:791',16,-228.721497,-257.98999,2552.957275,628.6297,328.429169,2583.816406,-100.400955,445.277649,2562.61499,?,2
2630,'2017/02/12 13:23:48:821',16,-228.721497,-257.98999,2552.957275,628.6297,328.429169,2583.816406,-100.400955,445.277649,2562.61499,?,2
2631,'2017/02/12 13:23:48:856',16,-229.184158,-258.202637,2552.732666,627.02771,329.481934,2581.093994,-101.392288,445.285004,2561.704102,?,2
2632,'2017/02/12 13:23:48:888',16,-228.967285,-257.257935,2552.057129,620.668701,330.210236,2571.685547,-101.21505,446.688141,2561.359131,?,2
2633,'2017/02/12 13:23:48:923',16,-228.280167,-258.087769,2552.772217,620.480713,329.85141,2573.403076,-100.738716,445.527649,2561.922119,?,2
2634,'2017/02/12 13:23:48:956',16,-228.877502,-258.885193,2551.794922,621.598022,329.410004,2574.333008,-101.442169,445.198975,2561.227051,?,2
2635,'2017/02/12 13:23:48:989',16,-228.960022,-257.77533,2551.548096,621.163757,329.465302,2571.781982,-101.663666,446.575928,2561.114746,?,2
2636,'2017/02/12 13:23:49:023',16,-229.108078,-260.027618,2547.436279,620.55188,329.533966,2570.259766,-101.934654,445.241516,2552.611816,?,2
2637,'2017/02/12 13:23:49:058',16,-230.836304,-257.403687,2550.740967,621.499756,330.044128,2574.639404,-102.854599,446.834473,2556.945068,?,2
2638,'2017/02/12 13:23:49:088',16,-231.623917,-254.455017,2552.960205,620.782654,328.927307,2570.496338,-102.273529,449.432373,2559.657715,?,2
2639,'2017/02/12 13:23:49:122',16,-231.25296,-254.863724,2552.234863,621.622925,328.915314,2573.219482,-102.294144,447.72937,2561.958008,?,2
2640,'2017/02/12 13:23:49:155',16,-231.977829,-254.52684,2553.822021,622.96167,339.796875,2580.58252,-103.482239,448.546448,2561.564941,?,2
2641,'2017/02/12 13:23:49:189',16,-232.234146,-252.683182,2554.300049,623.167969,345.215332,2577.796631,-103.481964,450.677673,2561.646973,?,2
2642,'2017/02/12 13:23:49:223',16,-233.322372,-252.803238,2555.44873,624.072937,347.002289,2578.11499,-104.109756,449.902496,2562.44043,?,2
2643,'2017/02/12 13:23:49:255',16,-233.459106,-252.169662,2555.353027,622.471802,339.791077,2578.921143,-104.219574,450.420471,2561.667236,?,2
